category,extra,message,severity,source,time,title,traceback
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:45:32,Market-data worker fetch failed for OP-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:45:33,Scanner refresh temporary failure for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:45:33,Market-data worker fetch failed for PEPE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for SCR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:47:13,Market-data worker fetch failed for SCR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:48:02,Scanner refresh temporary failure for MAJOR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:48:02,Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for XSR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:48:38,Market-data worker fetch failed for XSR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:48:57,Market-data worker fetch failed for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:49:47,Scanner refresh temporary failure for AVAX-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MKR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:49:47,Market-data worker fetch failed for MKR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:51:54,Market-data worker fetch failed for AAVE-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:55:33,Market-data worker fetch failed for MUBARAK-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for BTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:55:33,Scanner refresh temporary failure for BTC-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ASTER-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:57:20,Market-data worker fetch failed for ASTER-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for ZBCN-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:57:20,Scanner refresh temporary failure for ZBCN-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for CAT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:58:12,Scanner refresh temporary failure for CAT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for NEO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:58:12,Market-data worker fetch failed for NEO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for H-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:59:08,Market-data worker fetch failed for H-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MINA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:59:20,Market-data worker fetch failed for MINA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ACT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:59:54,Market-data worker fetch failed for ACT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 19:59:54,Scanner refresh temporary failure for YB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ADA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:08:18,Market-data worker fetch failed for ADA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:09:45,Market-data worker fetch failed for CELO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ARB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:12:14,Market-data worker fetch failed for ARB-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for AXS-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:12:14,Scanner refresh temporary failure for AXS-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:12:17,Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for BLUAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:12:17,Scanner refresh temporary failure for BLUAI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:16:17,Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for TON-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:16:17,Scanner refresh temporary failure for TON-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:16:55,Market-data worker fetch failed for HBAR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for ALGO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:17:01,Scanner refresh temporary failure for ALGO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:17:01,Market-data worker fetch failed for INJ-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AXS-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:18:03,Market-data worker fetch failed for AXS-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:19:05,Scanner refresh temporary failure for XLM-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:19:05,Market-data worker fetch failed for A-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for LIT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:19:55,Market-data worker fetch failed for LIT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for MKR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:21:07,Scanner refresh temporary failure for MKR-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:21:07,Market-data worker fetch failed for CATI-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:22:13,Market-data worker fetch failed for AKITA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ALGO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:22:13,Market-data worker fetch failed for ALGO-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for MINA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:23:18,Market-data worker fetch failed for MINA-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:23:18,Scanner refresh temporary failure for DOT-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for ETH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:24:22,Market-data worker fetch failed for ETH-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:24:24,Market-data worker fetch failed for FIL-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:25:17,Market-data worker fetch failed for BOME-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_scanner_runtime', 'funcName': 'refresh_symbol', 'lineno': 272}",Scanner refresh temporary failure for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:27:05,Scanner refresh temporary failure for RESOLV-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
logging,"{'logger': 'root', 'level': 'ERROR', 'module': 'market_data_cache', 'funcName': '_run', 'lineno': 114}",Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,ERROR,logging:root,2026-03-23 20:27:05,Market-data worker fetch failed for BAND-USDT-SWAP: [WinError 10035] Операция на незаблокированном сокете не может быть завершена немедленно,
